net,length_um
top_inst.skew_buff_inst.row\[3\].has_delay.shift_reg\[2\]\[2\],5.34
net1035,5.34
net1096,5.34
_10200_,5.33
_10269_,5.315
_00008_,5.305
_00248_,5.305
_00358_,5.305
_00579_,5.305
_00670_,5.305
net271,5.305
net277,5.305
net299,5.305
net347,5.305
net363,5.305
net401,5.305
net534,5.305
net656,5.305
_00281_,5.3
_00391_,5.3
_00685_,5.3
_00813_,5.3
output_tdata[107],5.29
output_tdata[127],5.29
output_tdata[30],5.29
output_tdata[67],5.29
output_tdata[6],5.29
output_tdata[72],5.29
_01643_,5.28
_01962_,5.28
_02322_,5.28
_02604_,5.28
_02737_,5.28
_03465_,5.28
_03635_,5.28
_03879_,5.28
_03919_,5.28
_04335_,5.28
_04363_,5.28
_04458_,5.28
_05426_,5.28
_05465_,5.28
_05639_,5.28
_06149_,5.28
_06375_,5.28
_06732_,5.28
_07029_,5.28
_07571_,5.28
_08123_,5.28
_08562_,5.28
_08607_,5.28
_08895_,5.28
_09264_,5.28
_10223_,5.28
_10228_,5.28
_10748_,5.28
_10774_,5.28
_11054_,5.28
net1118,5.28
_00100_,5.265
_00600_,5.265
_00748_,5.265
_00947_,5.265
_01138_,5.26
_01465_,5.26
_01595_,5.26
_01791_,5.26
_01822_,5.26
_01977_,5.26
_02313_,5.26
_02375_,5.26
_02399_,5.26
_02404_,5.26
_02456_,5.26
_02478_,5.26
_02684_,5.26
_02776_,5.26
_02844_,5.26
_02946_,5.26
_03232_,5.26
_03341_,5.26
_03589_,5.26
_03632_,5.26
_03653_,5.26
_04447_,5.26
_04463_,5.26
_04478_,5.26
_04527_,5.26
_04644_,5.26
_04657_,5.26
_04762_,5.26
_05202_,5.26
_05808_,5.26
_06327_,5.26
_06509_,5.26
_06574_,5.26
_06816_,5.26
_06834_,5.26
_06937_,5.26
_07548_,5.26
_07579_,5.26
_07580_,5.26
_08057_,5.26
_08289_,5.26
_08290_,5.26
_08641_,5.26
_09648_,5.26
_09763_,5.26
_09929_,5.26
_09979_,5.26
_10204_,5.26
_10207_,5.26
_10441_,5.26
_10779_,5.26
_10896_,5.26
_11037_,5.26
_11346_,5.26
_11418_,5.26
_11551_,5.26
_11702_,5.26
_00046_,5.245
_00053_,5.245
_00366_,5.245
_00451_,5.245
_00807_,5.245
_00927_,5.245
_01010_,5.245
_00839_,5.24
_03377_,5.24
_04020_,5.24
_10074_,5.24
_07432_,5.235
_01835_,5.22
_02856_,5.22
_02921_,5.22
_03250_,5.22
_03259_,5.22
_03677_,5.22
_03805_,5.22
_04514_,5.22
_04586_,5.22
_04818_,5.22
_04848_,5.22
_05012_,5.22
_05085_,5.22
_05117_,5.22
_05198_,5.22
_05559_,5.22
_06142_,5.22
_06211_,5.22
_06338_,5.22
_07135_,5.22
_07646_,5.22
_08696_,5.22
_09707_,5.22
_09810_,5.22
_09999_,5.22
_11192_,5.22
_11670_,5.22
net1066,5.22
net1071,5.22
_00194_,5.215
_09794_,5.19
input_tdata[13],5.19
output_tdata[16],5.19
output_tdata[17],5.19
output_tdata[34],5.19
output_tdata[76],5.19
output_tdata[82],5.19
output_tdata[8],5.19
output_tdata[90],5.19
output_tvalid,5.19
_00352_,5.185
_00793_,5.185
_00885_,5.185
net344,5.185
net716,5.185
_10292_,5.18
_08901_,5.165
_00698_,5.16
_00724_,5.16
_00809_,5.16
_01492_,5.16
_02697_,5.16
_06804_,5.16
_07311_,5.16
_08042_,5.16
_08419_,5.16
_08766_,5.16
_09785_,5.16
_10291_,5.16
_11294_,5.16
_11437_,5.16
_00528_,5.14
_01311_,5.14
_01766_,5.14
_01872_,5.14
_02114_,5.14
_02165_,5.14
_03144_,5.14
_03255_,5.14
_03378_,5.14
_03614_,5.14
_03770_,5.14
_04281_,5.14
_04298_,5.14
_04846_,5.14
_05514_,5.14
_05957_,5.14
_06368_,5.14
_06731_,5.14
_07856_,5.14
_08073_,5.14
_08352_,5.14
_08877_,5.14
_08878_,5.14
_09527_,5.14
_10075_,5.14
_10533_,5.14
_10664_,5.14
_10865_,5.14
_11265_,5.14
_11494_,5.14
top_inst.axis_out_inst.out_buff_data\[60\],5.14
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.weight_reg\[7\],5.14
_06248_,5.12
_06900_,5.12
_10844_,5.12
net623,5.12
_05925_,5.11
_04233_,5.1
_00010_,5.085
_00305_,5.085
_00428_,5.085
_00434_,5.085
_00575_,5.085
_00737_,5.085
_00744_,5.085
net265,5.085
net536,5.085
net980,5.085
_00914_,5.065
_00950_,5.065
_02324_,5.06
_04359_,5.06
_05793_,5.06
_07507_,5.06
net1076,5.06
_00576_,5.045
_00830_,5.045
_06131_,5.04
_06746_,5.04
_07902_,5.04
_11654_,5.04
_00301_,5.02
_02118_,5.02
_03470_,5.02
_03629_,5.02
_03712_,5.02
_03792_,5.02
_04366_,5.02
_04515_,5.02
_05322_,5.02
_05470_,5.02
_05709_,5.02
_05930_,5.02
_06662_,5.02
_06790_,5.02
_07476_,5.02
_07676_,5.02
_07795_,5.02
_08246_,5.02
_08254_,5.02
_08294_,5.02
_08572_,5.02
_08703_,5.02
_08866_,5.02
_09303_,5.02
_09778_,5.02
_10020_,5.02
_10553_,5.02
_10995_,5.02
_11619_,5.02
net852,5.02
_00995_,5.015
_04198_,5.005
_01388_,5
_01538_,5
_04021_,5
_06138_,5
_09405_,5
_00380_,4.985
_00440_,4.965
net601,4.965
_06277_,4.95
_09043_,4.95
output_tdata[3],4.95
output_tdata[56],4.95
_03318_,4.945
_00080_,4.94
_00908_,4.94
_01649_,4.94
_03053_,4.94
_03592_,4.94
_04532_,4.94
_07204_,4.94
_07491_,4.94
_07541_,4.94
_07970_,4.94
_08146_,4.94
_08330_,4.94
_08602_,4.94
_09020_,4.94
_09285_,4.94
_09590_,4.94
_09679_,4.94
_09756_,4.94
_10043_,4.94
_10500_,4.94
_10618_,4.94
_10636_,4.94
_11349_,4.94
_11599_,4.94
net1081,4.94
net1095,4.94
_06610_,4.93
_00167_,4.92
_00462_,4.92
_00946_,4.92
_01036_,4.92
_01071_,4.92
_01100_,4.92
_01141_,4.92
_01158_,4.92
_01670_,4.92
_01971_,4.92
_02187_,4.92
_02326_,4.92
_02650_,4.92
_02682_,4.92
_02940_,4.92
_02985_,4.92
_02990_,4.92
_03236_,4.92
_03277_,4.92
_03363_,4.92
_03559_,4.92
_03989_,4.92
_04000_,4.92
_04066_,4.92
_04443_,4.92
_04539_,4.92
_04689_,4.92
_05368_,4.92
_05513_,4.92
_05713_,4.92
_06220_,4.92
_06464_,4.92
_06590_,4.92
_06951_,4.92
_07419_,4.92
_07775_,4.92
_08043_,4.92
_08171_,4.92
_08242_,4.92
_08266_,4.92
_08962_,4.92
_09077_,4.92
_09538_,4.92
_09861_,4.92
_10453_,4.92
_11115_,4.92
_11405_,4.92
top_inst.axis_out_inst.out_buff_data\[114\],4.92
top_inst.axis_out_inst.out_buff_data\[12\],4.92
top_inst.deskew_buff_inst.col_input\[33\],4.92
top_inst.valid_pipe\[5\],4.92
net221,4.92
net805,4.92
net1093,4.92
_03062_,4.91
_00296_,4.905
_00332_,4.905
_00361_,4.905
_00396_,4.905
_00398_,4.905
_00498_,4.905
_00525_,4.905
_00590_,4.905
_00594_,4.905
_00773_,4.905
_00857_,4.905
_00943_,4.905
_01029_,4.905
_01078_,4.905
_01129_,4.905
_01161_,4.905
_02028_,4.9
_02233_,4.9
_02578_,4.9
_02590_,4.9
_02963_,4.9
_03498_,4.9
_03583_,4.9
_03897_,4.9
_03907_,4.9
_05391_,4.9
_05845_,4.9
_05861_,4.9
_05884_,4.9
_05969_,4.9
_05972_,4.9
_06594_,4.9
_07823_,4.9
_08209_,4.9
_08698_,4.9
_09716_,4.9
_10828_,4.9
_10845_,4.9
_11233_,4.9
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.weight_reg\[5\],4.9
net533,4.9
_00123_,4.885
_00328_,4.885
_00602_,4.885
_00945_,4.885
_01088_,4.885
_00004_,4.88
_00029_,4.88
_00960_,4.88
_01024_,4.88
_01343_,4.88
_01705_,4.88
_01839_,4.88
_02123_,4.88
_02421_,4.88
_03027_,4.88
_03142_,4.88
_04566_,4.88
_04585_,4.88
_04692_,4.88
_04747_,4.88
_05033_,4.88
_05037_,4.88
_05068_,4.88
_05087_,4.88
_05162_,4.88
_05163_,4.88
_05173_,4.88
_05212_,4.88
_05631_,4.88
_05769_,4.88
_06143_,4.88
_06282_,4.88
_06812_,4.88
_06897_,4.88
_06924_,4.88
_06972_,4.88
_07270_,4.88
_07586_,4.88
_07605_,4.88
_07827_,4.88
_08025_,4.88
_09359_,4.88
_09495_,4.88
_09695_,4.88
_09885_,4.88
_10055_,4.88
_10151_,4.88
_10153_,4.88
_11636_,4.88
top_inst.axis_out_inst.out_buff_data\[39\],4.88
top_inst.deskew_buff_inst.col_input\[108\],4.88
top_inst.deskew_buff_inst.col_input\[77\],4.88
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[2\]\[13\],4.88
top_inst.skew_buff_inst.row\[1\].has_delay.shift_reg\[0\]\[7\],4.88
net177,4.88
net989,4.88
_06275_,4.87
_02190_,4.85
_10109_,4.85
input_tdata[21],4.85
input_tdata[5],4.85
output_tdata[109],4.85
output_tdata[21],4.85
output_tdata[26],4.85
output_tdata[33],4.85
output_tdata[35],4.85
output_tdata[7],4.85
output_tdata[80],4.85
output_tdata[93],4.85
_00045_,4.845
_00089_,4.845
_00135_,4.845
_00267_,4.845
_00561_,4.845
_00582_,4.845
_00714_,4.845
_00717_,4.845
_00928_,4.845
_00969_,4.845
_01136_,4.845
net287,4.845
net376,4.845
net433,4.845
net438,4.845
net491,4.845
net628,4.845
_04228_,4.84
_05057_,4.83
_00156_,4.82
_00157_,4.82
_00844_,4.82
_01967_,4.82
_02770_,4.82
_02857_,4.82
_03507_,4.82
_03678_,4.82
_03804_,4.82
_04167_,4.82
_04513_,4.82
_05349_,4.82
_06391_,4.82
_06553_,4.82
_06786_,4.82
_06923_,4.82
_07529_,4.82
_07718_,4.82
_08141_,4.82
_08474_,4.82
_10480_,4.82
_10768_,4.82
_11074_,4.82
_00942_,4.805
_00238_,4.8
_01113_,4.8
_01823_,4.8
_02072_,4.8
_02353_,4.8
_02377_,4.8
_02665_,4.8
_02888_,4.8
_02901_,4.8
_02913_,4.8
_03291_,4.8
_03381_,4.8
_03543_,4.8
_03903_,4.8
_04129_,4.8
_04196_,4.8
_04282_,4.8
_04568_,4.8
_04670_,4.8
_04741_,4.8
_04824_,4.8
_04972_,4.8
_05145_,4.8
_05219_,4.8
_05920_,4.8
_05996_,4.8
_06033_,4.8
_06408_,4.8
_06819_,4.8
_07093_,4.8
_07327_,4.8
_07381_,4.8
_07382_,4.8
_07494_,4.8
_08027_,4.8
_08034_,4.8
_08127_,4.8
_08170_,4.8
_08668_,4.8
_08710_,4.8
_08919_,4.8
_08970_,4.8
_09200_,4.8
_09208_,4.8
_09269_,4.8
_09593_,4.8
_09762_,4.8
_09803_,4.8
_09966_,4.8
_10002_,4.8
_10048_,4.8
_10174_,4.8
_10315_,4.8
_10778_,4.8
_10899_,4.8
_10906_,4.8
_11131_,4.8
_11136_,4.8
_11252_,4.8
_11628_,4.8
top_inst.skew_buff_inst.row\[3\].output_reg\[4\],4.8
net174,4.8
net199,4.8
net655,4.8
net801,4.8
net1101,4.8
_00896_,4.785
_03704_,4.78
_05573_,4.78
_05796_,4.78
_09114_,4.78
_05860_,4.775
_03047_,4.76
_03833_,4.76
_03923_,4.76
_04604_,4.76
_04664_,4.76
_04732_,4.76
_04974_,4.76
_08996_,4.76
net192,4.76
net833,4.76
net912,4.76
input_tdata[26],4.73
reset,4.73
_00547_,4.725
_00888_,4.725
_00921_,4.725
_00923_,4.725
net324,4.725
net516,4.725
net569,4.725
net813,4.725
_02867_,4.71
_00146_,4.7
_00274_,4.7
_00460_,4.7
_00595_,4.7
_00604_,4.7
_00646_,4.7
_00846_,4.7
_00872_,4.7
_00878_,4.7
_01007_,4.7
_04081_,4.7
_06245_,4.7
_07037_,4.7
_07761_,4.7
_10100_,4.7
_10625_,4.7
_11134_,4.7
_11374_,4.7
_11483_,4.7
_11554_,4.7
_01339_,4.68
_02101_,4.68
_02455_,4.68
_02600_,4.68
_02848_,4.68
_03187_,4.68
_07709_,4.68
_07945_,4.68
_08599_,4.68
_08743_,4.68
_08952_,4.68
_09146_,4.68
_10512_,4.68
_10685_,4.68
_10823_,4.68
_10898_,4.68
_10942_,4.68
_11025_,4.68
_11219_,4.68
_03844_,4.66
_11231_,4.66
_00130_,4.625
_00350_,4.625
_00475_,4.625
_00599_,4.625
_00731_,4.625
_00827_,4.625
_00992_,4.625
_01089_,4.625
net297,4.625
net301,4.625
net312,4.625
net340,4.625
net498,4.625
net582,4.625
net806,4.625
net827,4.625
net904,4.625
_02851_,4.61
output_tdata[104],4.61
output_tdata[106],4.61
output_tdata[12],4.61
output_tdata[1],4.61
output_tdata[39],4.61
output_tdata[60],4.61
output_tdata[71],4.61
_00249_,4.605
_00055_,4.6
_00939_,4.6
_04120_,4.6
_04138_,4.6
_04423_,4.6
_06118_,4.6
_06760_,4.6
_07575_,4.6
_07987_,4.6
_08321_,4.6
net706,4.6
net962,4.6
net975,4.6
net1038,4.6
net1043,4.6
net1088,4.6
net1107,4.6
_00262_,4.585
_01889_,4.58
_06074_,4.58
_06806_,4.58
_08205_,4.58
_08623_,4.58
_09176_,4.58
_10240_,4.58
_10762_,4.58
_10872_,4.58
_11379_,4.58
_01080_,4.56
_02019_,4.56
_02522_,4.56
_02931_,4.56
_03865_,4.56
_06365_,4.56
_08731_,4.56
_09166_,4.56
_09446_,4.56
_09503_,4.56
_10416_,4.56
_10582_,4.56
_10795_,4.56
_10825_,4.56
_11553_,4.56
_01941_,4.54
_06029_,4.54
_06793_,4.54
_00017_,4.525
_00035_,4.525
_00615_,4.525
_00636_,4.525
_00771_,4.525
_00220_,4.505
_00633_,4.505
_00826_,4.505
net683,4.505
_02304_,4.49
_00512_,4.485
net453,4.485
_00067_,4.48
_00151_,4.48
_01555_,4.48
_02832_,4.48
_02876_,4.48
_03086_,4.48
_03089_,4.48
_03137_,4.48
_03172_,4.48
_03252_,4.48
_03391_,4.48
_03435_,4.48
_03579_,4.48
_03927_,4.48
_03952_,4.48
_03987_,4.48
_04026_,4.48
_04123_,4.48
_04151_,4.48
_04157_,4.48
_04852_,4.48
_05098_,4.48
_05588_,4.48
_05607_,4.48
_05876_,4.48
_06356_,4.48
_06918_,4.48
_07080_,4.48
_07285_,4.48
_07376_,4.48
_07469_,4.48
_07872_,4.48
_07995_,4.48
_08003_,4.48
_08407_,4.48
_08430_,4.48
_08468_,4.48
_08566_,4.48
_09959_,4.48
_10197_,4.48
_10205_,4.48
_10326_,4.48
_10722_,4.48
_10953_,4.48
_11034_,4.48
_11091_,4.48
_11315_,4.48
_11499_,4.48
_11577_,4.48
top_inst.axis_out_inst.out_buff_data\[111\],4.48
top_inst.axis_out_inst.out_buff_data\[123\],4.48
top_inst.skew_buff_inst.row\[3\].has_delay.shift_reg\[1\]\[1\],4.48
net196,4.48
_00062_,4.46
_00393_,4.46
_00930_,4.46
_00951_,4.46
_01055_,4.46
_01177_,4.46
_01630_,4.46
_01689_,4.46
_01862_,4.46
_01893_,4.46
_01908_,4.46
_02012_,4.46
_02309_,4.46
_02348_,4.46
_02361_,4.46
_02567_,4.46
_02797_,4.46
_02853_,4.46
_02890_,4.46
_03818_,4.46
_04133_,4.46
_04393_,4.46
_04479_,4.46
_04487_,4.46
_04614_,4.46
_05074_,4.46
_05171_,4.46
_05630_,4.46
_05710_,4.46
_05922_,4.46
_05979_,4.46
_06239_,4.46
_06453_,4.46
_06513_,4.46
_06585_,4.46
_06627_,4.46
_06990_,4.46
_07190_,4.46
_07634_,4.46
_07854_,4.46
_08335_,4.46
_08626_,4.46
_09579_,4.46
_10084_,4.46
_10105_,4.46
_10158_,4.46
_10211_,4.46
_10425_,4.46
_10859_,4.46
_10972_,4.46
_11256_,4.46
_11368_,4.46
_11383_,4.46
_11440_,4.46
_11626_,4.46
_11665_,4.46
_11673_,4.46
top_inst.deskew_buff_inst.col_input\[112\],4.46
net235,4.46
net551,4.46
net804,4.46
net946,4.46
net1061,4.46
_00626_,4.445
_01507_,4.44
_02283_,4.44
_02689_,4.44
_02966_,4.44
_03431_,4.44
_04336_,4.44
_05268_,4.44
_07787_,4.44
_07840_,4.44
_07886_,4.44
_08595_,4.44
_10915_,4.44
top_inst.axis_out_inst.out_buff_data\[53\],4.44
top_inst.deskew_buff_inst.col_input\[43\],4.44
_00061_,4.425
_00329_,4.425
_00354_,4.425
_00601_,4.425
_00158_,4.42
_00929_,4.42
_00966_,4.42
_01154_,4.42
_02057_,4.42
_02095_,4.42
_03954_,4.42
_04508_,4.42
_04783_,4.42
_04797_,4.42
_05153_,4.42
_05166_,4.42
_05192_,4.42
_05760_,4.42
_07054_,4.42
_07836_,4.42
_07931_,4.42
_10395_,4.42
top_inst.axis_out_inst.out_buff_data\[106\],4.42
top_inst.axis_out_inst.out_buff_data\[76\],4.42
top_inst.axis_out_inst.out_buff_data\[90\],4.42
top_inst.deskew_buff_inst.col_input\[121\],4.42
top_inst.deskew_buff_inst.col_input\[56\],4.42
top_inst.deskew_buff_inst.col_input\[76\],4.42
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[8\],4.42
net183,4.42
net720,4.42
net858,4.42
_07849_,4.41
_04734_,4.4
_04895_,4.39
_09632_,4.39
input_tdata[20],4.39
_00503_,4.385
_00749_,4.385
_00810_,4.385
_00911_,4.385
_00985_,4.385
_01005_,4.385
_01013_,4.385
_01122_,4.385
_01125_,4.385
_01170_,4.385
net259,4.385
net356,4.385
net368,4.385
net374,4.385
net407,4.385
net465,4.385
net634,4.385
net660,4.385
net847,4.385
net1020,4.385
_00622_,4.38
_01568_,4.37
_03413_,4.37
_05295_,4.365
_00051_,4.36
_00121_,4.36
_00153_,4.36
_02134_,4.36
_03327_,4.36
_05596_,4.36
_05643_,4.36
_05936_,4.36
_06003_,4.36
_06050_,4.36
_06078_,4.36
_06325_,4.36
_07940_,4.36
_08274_,4.36
_08634_,4.36
_08797_,4.36
_08941_,4.36
_11081_,4.36
_11314_,4.36
net1104,4.36
net1126,4.36
_08168_,4.355
_00926_,4.34
_01048_,4.34
_01151_,4.34
_01533_,4.34
_01725_,4.34
_01810_,4.34
_01978_,4.34
_02453_,4.34
_02716_,4.34
_02916_,4.34
_03098_,4.34
_03241_,4.34
_03701_,4.34
_03998_,4.34
_04051_,4.34
_04195_,4.34
_04365_,4.34
_04389_,4.34
_04612_,4.34
_04780_,4.34
_05080_,4.34
_05187_,4.34
_05214_,4.34
_05415_,4.34
_05463_,4.34
_05499_,4.34
_05583_,4.34
_05766_,4.34
_06122_,4.34
_06145_,4.34
_06413_,4.34
_06863_,4.34
_06934_,4.34
_06949_,4.34
_08108_,4.34
_08138_,4.34
_08267_,4.34
_08383_,4.34
_08694_,4.34
_08760_,4.34
_08915_,4.34
_09095_,4.34
_09181_,4.34
_09577_,4.34
_09722_,4.34
_09831_,4.34
_09996_,4.34
_10124_,4.34
_10181_,4.34
_10188_,4.34
_10322_,4.34
_10356_,4.34
_10384_,4.34
_10439_,4.34
_10440_,4.34
_10494_,4.34
_11311_,4.34
_11466_,4.34
_11604_,4.34
_11694_,4.34
net223,4.34
net240,4.34
net1099,4.34
_00868_,4.335
_06215_,4.32
_08288_,4.32
_09100_,4.32
_10058_,4.32
_05126_,4.3
_09041_,4.3
_00742_,4.295
_01084_,4.295
_01102_,4.295
_03189_,4.29
_10666_,4.27
_00033_,4.265
_00558_,4.265
net366,4.265
_00313_,4.26
_00317_,4.26
_00002_,4.24
_00018_,4.24
_00139_,4.24
_00551_,4.24
_00589_,4.24
_00593_,4.24
_00635_,4.24
_00638_,4.24
_00816_,4.24
_00899_,4.24
_01002_,4.24
_01237_,4.24
_02367_,4.24
_05105_,4.24
_05203_,4.24
_05774_,4.24
_06372_,4.24
_07336_,4.24
_08544_,4.24
_08670_,4.24
_10526_,4.24
_01920_,4.22
_02278_,4.22
_03513_,4.22
_03765_,4.22
_04250_,4.22
_05780_,4.22
_05941_,4.22
_05950_,4.22
_06108_,4.22
_07366_,4.22
_09592_,4.22
_10868_,4.22
net830,4.22
_07603_,4.2
_10431_,4.2
_00144_,4.165
_00729_,4.165
_00912_,4.165
_00980_,4.165
net307,4.165
net446,4.165
net667,4.165
net773,4.165
_01781_,4.15
_10545_,4.145
_00095_,4.14
_00149_,4.14
_00204_,4.14
_03776_,4.14
_06351_,4.14
_08089_,4.14
_10715_,4.14
_11575_,4.14
net1057,4.14
_00188_,4.125
_00445_,4.125
_00910_,4.125
_00383_,4.12
_01752_,4.12
_02777_,4.12
_09138_,4.12
_11229_,4.12
net475,4.12
net1106,4.12
_01662_,4.1
_02270_,4.1
_03353_,4.1
_03511_,4.1
_03822_,4.1
_03855_,4.1
_03967_,4.1
_04240_,4.1
_04385_,4.1
_05469_,4.1
_07805_,4.1
_07960_,4.1
_08633_,4.1
_08780_,4.1
_08852_,4.1
_09424_,4.1
_11306_,4.1
_00538_,4.085
_06410_,4.08
_07214_,4.08
_07335_,4.08
_00357_,4.065
_00828_,4.065
_00882_,4.065
_00792_,4.045
_11148_,4.045
net336,4.045
net386,4.045
net388,4.045
net395,4.045
net754,4.045
_01910_,4.03
_00030_,4.025
_00690_,4.025
_00140_,4.02
_00275_,4.02
_00280_,4.02
_00909_,4.02
_01706_,4.02
_02543_,4.02
_02780_,4.02
_02870_,4.02
_02960_,4.02
_03313_,4.02
_03819_,4.02
_04022_,4.02
_04707_,4.02
_04718_,4.02
_04967_,4.02
_05017_,4.02
_05138_,4.02
_05782_,4.02
_06440_,4.02
_06495_,4.02
_06733_,4.02
_06796_,4.02
_06845_,4.02
_06942_,4.02
_08215_,4.02
_08427_,4.02
_08464_,4.02
_08615_,4.02
_08740_,4.02
_08950_,4.02
_09621_,4.02
_09687_,4.02
_09948_,4.02
_11162_,4.02
_11269_,4.02
_11421_,4.02
_11611_,4.02
net1085,4.02
_09817_,4.015
_02221_,4.005
_00103_,4
_00212_,4
_01026_,4
_01042_,4
_01146_,4
_01176_,4
_01564_,4
_02531_,4
_02602_,4
_02859_,4
_03057_,4
_03094_,4
_03315_,4
_03550_,4
_03571_,4
_03735_,4
_03863_,4
_04491_,4
_04617_,4
_04721_,4
_05480_,4
_05640_,4
_05675_,4
_06197_,4
_06607_,4
_06745_,4
_07310_,4
_07324_,4
_07329_,4
_07420_,4
_07814_,4
_07922_,4
_08071_,4
_08336_,4
_08346_,4
_08450_,4
_08541_,4
_08888_,4
_09010_,4
_09019_,4
_09073_,4
_09284_,4
_09702_,4
_10045_,4
_10130_,4
_10564_,4
_10660_,4
_10937_,4
_11275_,4
_11445_,4
_11467_,4
_11503_,4
_11617_,4
top_inst.deskew_buff_inst.col_input\[120\],4
top_inst.skew_buff_inst.row\[2\].has_delay.shift_reg\[1\]\[6\],4
net492,4
net761,4
net1040,4
net1098,4
_04510_,3.995
_01602_,3.98
_03856_,3.98
_08577_,3.98
_06485_,3.975
_03626_,3.97
_00034_,3.965
_00221_,3.965
_00334_,3.965
_00643_,3.965
_00812_,3.965
_00999_,3.965
_01006_,3.965
_08252_,3.95
_05000_,3.93
output_tdata[123],3.93
output_tdata[18],3.93
output_tdata[45],3.93
output_tdata[47],3.93
output_tdata[50],3.93
output_tdata[51],3.93
output_tdata[53],3.93
output_tdata[59],3.93
output_tdata[89],3.93
output_tdata[94],3.93
_00175_,3.925
_00344_,3.925
_00377_,3.925
_00518_,3.925
_00535_,3.925
_00574_,3.925
_00671_,3.925
_00673_,3.925
_00722_,3.925
_00757_,3.925
_00815_,3.925
_00879_,3.925
_00891_,3.925
_00932_,3.925
_01114_,3.925
net500,3.925
_01733_,3.915
_05392_,3.91
_11139_,3.905
_00179_,3.9
_00612_,3.9
_00641_,3.9
_00758_,3.9
_00850_,3.9
_01965_,3.9
_01974_,3.9
_02641_,3.9
_03274_,3.9
_04442_,3.9
_04502_,3.9
_04531_,3.9
_04572_,3.9
_04624_,3.9
_04720_,3.9
_04744_,3.9
_04803_,3.9
_04826_,3.9
_04933_,3.9
_05081_,3.9
_05299_,3.9
_05798_,3.9
_06092_,3.9
_06286_,3.9
_06625_,3.9
_07312_,3.9
_07669_,3.9
_07675_,3.9
_07711_,3.9
_07890_,3.9
_07942_,3.9
_07952_,3.9
_08179_,3.9
_08658_,3.9
_10465_,3.9
_10920_,3.9
_11391_,3.9
net982,3.9
_01359_,3.88
_01493_,3.88
_01550_,3.88
_01593_,3.88
_01756_,3.88
_01904_,3.88
_02017_,3.88
_02213_,3.88
_02433_,3.88
_02523_,3.88
_02595_,3.88
_02686_,3.88
_02782_,3.88
_02787_,3.88
_02822_,3.88
_02976_,3.88
_03292_,3.88
_03434_,3.88
_03742_,3.88
_03777_,3.88
_04264_,3.88
_04361_,3.88
_04485_,3.88
_04770_,3.88
_04841_,3.88
_04891_,3.88
_05112_,3.88
_05188_,3.88
_05218_,3.88
_05281_,3.88
_05670_,3.88
_05702_,3.88
_05846_,3.88
_05923_,3.88
_06066_,3.88
_06094_,3.88
_06167_,3.88
_06173_,3.88
_06203_,3.88
_06261_,3.88
_06324_,3.88
_06608_,3.88
_06631_,3.88
_06657_,3.88
_06710_,3.88
_06884_,3.88
_06887_,3.88
_06938_,3.88
_06967_,3.88
_07051_,3.88
_07225_,3.88
_07233_,3.88
_07330_,3.88
_07352_,3.88
_07408_,3.88
_07438_,3.88
_07554_,3.88
_07632_,3.88
_07843_,3.88
_08050_,3.88
_08475_,3.88
_08624_,3.88
_08756_,3.88
_08826_,3.88
_08979_,3.88
_09070_,3.88
_09112_,3.88
_10242_,3.88
_10307_,3.88
_10318_,3.88
_10342_,3.88
_10398_,3.88
_10596_,3.88
_10681_,3.88
_10834_,3.88
_11157_,3.88
_11458_,3.88
_11526_,3.88
_11591_,3.88
_11663_,3.88
top_inst.axis_out_inst.out_buff_data\[32\],3.88
top_inst.axis_out_inst.out_buff_data\[78\],3.88
top_inst.grid_inst.rows\[3\].cols\[3\].pe_inst.weight_reg\[7\],3.88
net620,3.88
net957,3.88
net963,3.88
_11642_,3.87
_00119_,3.86
_02023_,3.86
_07226_,3.86
_10764_,3.86
_10469_,3.85
_01101_,3.825
_00079_,3.805
_00081_,3.805
_00481_,3.805
_00537_,3.805
_00726_,3.805
_00037_,3.78
_00170_,3.78
_00331_,3.78
_00348_,3.78
_00647_,3.78
_00745_,3.78
_00775_,3.78
_00787_,3.78
_00817_,3.78
_00917_,3.78
_00984_,3.78
_01012_,3.78
_01167_,3.78
_03992_,3.78
_05794_,3.78
_06876_,3.78
_07237_,3.78
_08158_,3.78
_09029_,3.78
_10767_,3.78
net597,3.78
net615,3.78
_02285_,3.76
_02424_,3.76
_04285_,3.76
_04698_,3.76
_07560_,3.76
_08379_,3.76
_08412_,3.76
_09271_,3.76
_09773_,3.76
_06563_,3.74
_08868_,3.74
net228,3.74
_07317_,3.71
_07691_,3.71
_10695_,3.71
_00125_,3.705
_00336_,3.705
_00342_,3.705
_00343_,3.705
_00404_,3.705
_00431_,3.705
_00675_,3.705
_00716_,3.705
_00739_,3.705
_00874_,3.705
net285,3.705
net309,3.705
net334,3.705
net342,3.705
net349,3.705
net351,3.705
net431,3.705
net457,3.705
net525,3.705
net579,3.705
net669,3.705
net709,3.705
net792,3.705
net815,3.705
_00831_,3.685
_00005_,3.68
_00012_,3.68
_00052_,3.68
_00066_,3.68
_00091_,3.68
_00094_,3.68
_00132_,3.68
_00176_,3.68
_00207_,3.68
_00213_,3.68
